"","BrandCodeA","BrandCodeB","BrandCodeC","BrandCodeD","BrandCodeUnknown","CarbVolume","FillOunces","PCVolume","CarbPressure","CarbTemp","PSC","PSCFill","PSCCO2","MnfFlow","CarbPressure1","FillPressure","HydPressure2","HydPressure3","HydPressure4","FillerLevel","FillerSpeed","Temperature","Usagecont","CarbFlow","Density","MFR","Balling","PressureVacuum","OxygenFiller","BowlSetpoint","PressureSetpoint","AirPressurer","AlchRel","CarbRel","BallingLvl"
"112",0,1,0,0,0,5.333333333,23.90666667,0.294666667,67,139.8,0.132,0.14,0.06,-100,116.2,46.4,0,0,90,119.2,4012,66,17.68,2854,0.84,768.8,1.298,-4.2,0.102,120,46,146.2,6.52,5.36,1.38
"113",0,1,0,0,0,5.306666667,24.02666667,0.282666667,70.4,144.6,0.136,0.26,0.08,-100,116,46.4,0,0,94,118.6,4010,65.2,24.22,3080,0.86,727.6,1.348,-4,0.1,120,46,145.8,6.58,5.34,1.4
"114",0,1,0,0,0,5.3,23.98,0.218666667,71.8,147.4,0.056,0.16,0.04,-100,118.4,46.4,0,0,94,121,4012,65.6,18.4,2954,0.82,729,1.248,-4,0.106,120,46,145.8,6.56,5.34,1.4
"115",0,1,0,0,0,5.26,23.93333333,0.464666667,62.4,135,0.118,0.26,0.08,-100,117.2,45.6,0,0,94,119.4,4008,65.4,21.62,2890,0.84,729,1.298,-3.8,0.118,120,46,145.6,6.52,5.32,1.42
"116",0,1,0,0,0,5.313333333,23.94,0.322,70.4,145.2,0.136,0.14,0.02,-100,120.8,45,0,0,94,120.8,4010,65.6,22.34,2882,0.82,732,1.248,-3.6,0.168,120,46,145.6,6.52,5.32,1.42
"117",0,1,0,0,0,5.286666667,23.94,0.354666667,71.8,147.6,0.134,0.14,0.02,-100,120.8,46,0,0,92,120.4,4012,65.6,23.8,3176,0.84,735.8,1.298,-3.6,0.154,120,46,146,6.52,5.34,1.4
"118",0,1,0,0,0,5.313333333,24.07333333,0.225333333,66.2,140.2,0.09,0.44,0.02,-100,123.2,45,0,0,92,120.2,4012,65.4,18.84,2920,0.82,730.6,1.248,-3.6,0.224,120,46,145.6,6.54,5.34,1.4
"119",0,1,0,0,0,5.346666667,23.98666667,0.242,58.6,129,0.102,0.14,0.02,-100,122.6,45,0,0,88,119.6,4008,65.6,19.9,2914,0.86,727.8,1.348,-3.6,0.19,120,46,146.2,6.52,5.34,1.4
"120",0,1,0,0,0,5.333333333,23.98,0.278666667,62.8,134.2,0.018,0.04,0.08,-100,120.2,46.8,0,0,94,120.4,4008,65.2,24.1,2998,0.86,729.2,1.348,-3.6,0.07,120,46,146,6.52,5.34,1.5
"121",0,1,0,0,0,5.333333333,24.02,0.231333333,63.6,136,0.072,0.1,0.02,-100,119.4,46.8,0,0,92,121.2,4010,65.4,23.02,3070,0.88,728.4,1.398,-3.6,0.046,120,46,146.2,6.52,5.36,1.5
"122",0,1,0,0,0,5.32,23.95333333,0.327333333,63.6,136.4,0.196,0.14,0.04,-100,120.6,46.2,0,0,96,120.8,4012,65.2,17.42,2788,0.9,735.4,1.448,-3.6,0.086,120,46,146.6,6.52,5.34,1.54
"123",0,1,0,0,0,5.34,24,0.262666667,62.4,134.8,0.024,0.1,0.04,-100,122,45.6,0,0,92,121,4010,65.2,16.74,2764,0.92,728.4,1.498,-3.8,0.066,120,46,145.8,6.52,5.34,1.54
"124",0,1,0,0,0,5.226666667,23.65333333,0.118,64.2,139.6,0.078,0.32,0.02,-100,118.2,46.8,0,0,100,121.2,4010,65.4,17.66,3008,0.88,733,1.398,-3.8,0.1,120,46,146,6.56,5.36,1.52
"125",0,1,0,0,0,5.253333333,23.95333333,0.273333333,69.8,146.8,0.036,0.2,0.08,-100,128.2,48.6,0,0,134,121.4,1010,70.8,15.6,32,0.86,397.6,1.35,-4.4,0.03,120,46,147.4,6.46,5.38,1.42
"126",0,1,0,0,0,5.326666667,24.04666667,0.252666667,68.6,142.6,0.204,0.08,0.02,-100,126,46.4,0,0,100,120.6,4012,65.6,20.4,3228,0.9,743,1.448,-4.6,0.086,120,46,147.4,6.52,5.34,1.46
"127",0,1,0,0,0,5.353333333,24,0.296666667,68.4,142,0.056,0.1,0.02,-100,116.8,46.2,0,0,94,120.4,4012,65.6,20.92,3058,0.94,737.6,1.548,-4.6,0.066,120,46,147,6.52,5.36,1.48
"128",0,1,0,0,0,5.313333333,24.08,0.34,69.2,144.4,0.066,0.3,0.06,-100,119,45.8,0,0,92,119,4010,65.4,19.6,2896,0.92,736.4,1.498,-4.6,0.078,120,46,147,6.52,5.32,1.48
"129",0,1,0,0,0,5.34,23.94,0.35,65.6,138,0.126,0.28,0.06,-100,119.6,46,0,0,94,119,4010,66,18.8,2942,0.96,731.4,1.596,-4.8,0.07,120,46,147,6.52,5.34,1.48
"130",0,1,0,0,0,5.306666667,23.90666667,0.299333333,68.2,142.6,0.088,0.06,0.02,-100,123.4,46.4,0,0,92,120.2,4010,66,16.42,3162,0.92,735,1.496,-4.8,0.054,120,46,146.8,6.52,5.34,1.48
"131",0,1,0,0,0,5.26,23.92,0.309333333,65,139.2,0.08,0.04,0.1,-100,113,46.8,0,0,98,116,4012,65.4,16.04,3002,0.92,747.4,1.498,-4.8,0.066,120,46,146.8,6.54,5.26,1.46
"132",0,1,0,0,0,5.366666667,24.07333333,0.242666667,69.6,143.2,0.072,0.02,0.02,-100,116,46.4,0,0,94,119.6,4012,65.2,20.26,2990,0.92,733.8,1.498,-4.8,0.022,120,46,146.2,6.54,5.26,1.46
"133",0,1,0,0,0,5.36,24.1,0.243333333,65.4,140.4,0.018,0.1,0.18,-100,118.6,45.8,0,0,98,120,4012,65.4,22.52,3074,0.94,708.8,1.548,-4.8,0.066,120,46,143,6.54,5.28,1.48
"134",0,1,0,0,0,5.14,23.87333333,0.192,62.4,142.2,0.04,0.26,0.14,-100,124.4,46.6,0,0,92,120,4014,66.4,20.4,2996,0.92,733.8,1.496,-4.8,0.096,120,46,142,6.54,5.32,1.44
"135",0,1,0,0,0,5.326666667,23.92,0.399333333,66.4,139.8,0.008,0.12,0.06,-100,115.2,45.6,0,0,88,119.8,3998,66.6,23.8,2974,0.92,728.8,1.496,-4.6,0.056,120,46,141.8,6.54,5.32,1.44
"136",0,1,0,0,0,5.24,23.97333333,0.365333333,63,140,0.092,0.1,0.22,-100,114,46.2,0,0,94,121,4014,66,23.62,3034,0.92,733.2,1.496,-4.6,0.066,120,46,141.8,6.54,5.28,1.46
"137",0,1,0,0,0,5.246666667,24.02,0.298666667,65.8,141.6,0.07,0.32,0.2,-100,120.4,46.4,0,0,100,120.6,4014,65.4,16.74,3114,0.88,725,1.398,-4.4,0.25,120,46,142,6.54,5.32,1.44
"138",0,0,1,0,0,5.306666667,24.09333333,0.246,69.6,144.6,0.1,0.26,0.02,-100,117.2,46.2,0,0,104,120.8,4030,69.2,19.16,3110,0.96,732.6,1.598,-4.2,0.064,120,46,142.6,6.64,5.34,1.66
"139",0,0,1,0,0,5.3,23.97333333,0.302666667,69.6,145.2,0.04,0.02,0.04,-100,116.2,46.4,0,0,102,120.2,4014,69.2,19.02,3076,0.96,732.6,1.598,-4.2,0.062,120,46,142.6,6.62,5.34,1.66
"140",0,0,1,0,0,5.3,24.09333333,0.292,67.8,141.6,0.08,0.3,0.04,-100,119.6,45.6,0,0,100,120,4012,67.8,17.66,2974,0.98,738.2,1.648,-4.2,0.062,120,46,142.4,6.64,5.32,1.64
"141",0,0,1,0,0,5.32,24.08,0.298666667,63.6,136.4,0.092,0.16,0,-100,117.8,46.4,0,0,96,119.8,4012,67.6,22.58,3030,0.96,733.4,1.598,-4.2,0.04,120,46,142.6,6.62,5.18,1.6
"142",0,0,1,0,0,5.326666667,23.99333333,0.324666667,67.6,141.4,0.074,0.14,0.14,-100,122.4,46.4,0,0,104,119.8,4016,67.4,23.5,2964,0.92,730.8,1.498,-4.2,0.064,120,46,142.2,6.64,5.34,1.5
"143",0,0,1,0,0,5.313333333,23.89333333,0.286666667,63.2,136.2,0.088,0.4,0.04,-100,115.8,45.6,0,0,112,119.4,4014,71.2,18.74,3010,0.86,715.6,1.35,-4.2,0.094,120,46,142.6,6.62,5.32,1.48
"144",0,0,1,0,0,5.306666667,23.94666667,0.283333333,68.2,142.4,0.048,0.24,0.08,-100,116.6,46,0,0,112,119.8,4016,70.4,19.24,2964,0.9,730.8,1.45,-4.2,0.062,120,46,142.2,6.62,5.34,1.5
"145",0,0,1,0,0,5.246666667,23.95333333,0.312666667,63.2,137.4,0.006,0.1,0.02,-100,116.6,46.2,0,0,94,119.4,4012,68.6,20.46,3008,0.9,735,1.448,-4.4,0.032,120,46,142,6.62,5.24,1.44
"146",0,0,1,0,0,5.3,23.98,0.301333333,63.8,138,0.026,0.16,0.06,-100,117.4,46,0,0,94,119.8,4012,67,19.34,3080,0.92,729.8,1.496,-4.4,0.046,120,46,142.2,6.62,5.28,1.48
"147",0,0,1,0,0,5.306666667,24.02666667,0.291333333,66,140.4,0.032,0.24,0.08,-100,117.4,45.8,0,0,92,122.2,4014,67.2,18.56,3040,0.94,735.4,1.548,-4.4,0.046,120,46,142.6,6.62,5.26,1.48
"148",0,0,1,0,0,5.313333333,24.02666667,0.300666667,63.4,137,0.03,0.3,0.08,-100,115,46.2,0,0,128,118.4,3474,68,16.44,3042,0.88,603.4,1.398,-4.6,0.046,120,46,142.2,6.64,5.34,1.46
"149",0,0,1,0,0,5.313333333,23.92,0.27,64.6,138.4,0.036,0.26,0.08,-100,117,45.6,0,0,96,120,4014,67.8,17.28,3030,0.92,741,1.498,-4.6,0.064,120,46,142.4,6.64,5.3,1.46
"150",0,0,1,0,0,5.32,23.88666667,0.292,67.8,142.4,0.12,0.08,0.1,-100,110.6,46,0,0,116,120.2,4016,67.8,23.74,2988,0.92,731,1.498,-4.6,0.03,120,46,142,6.64,5.38,1.44
"151",0,0,1,0,0,5.166666667,24.06666667,0.263333333,67.8,142.4,0.122,0.3,0.02,-100,115,46.4,0,0,96,119.6,4014,65.2,13.84,3090,0.92,719.4,1.498,-4.6,0.188,120,46,142.2,6.54,5.22,1.4
"152",0,0,0,0,1,5.333333333,24.13333333,0.250666667,62,134.4,0.106,0.4,0.08,-100,116.2,45.6,0,0,80,120,4024,66.6,22.66,2942,1.02,737.6,1.746,-4.8,0.08,120,46,142,6.52,5.28,1.6
"153",0,0,0,0,1,5.326666667,24,0.266666667,62.4,134.4,0.1,0.36,0.02,-100,116.4,46.2,0,0,76,111.2,4014,66.6,19.98,3066,1.04,750,1.796,-4.8,0.022,120,46,142.8,6.54,5.28,1.6
"154",0,0,0,1,0,5.54,23.98666667,0.268,67.8,136.8,0.05,0.16,0,-100,115.6,46.2,0,0,82,119.6,4020,65.6,16.72,3002,1.72,734,3.49,-4.8,0.066,120,46,142.2,7.74,5.54,3.26
"155",0,0,0,1,0,5.526666667,24.08,0.27,68.2,135.8,0.198,0.5,0.12,-100,117.8,45.6,0,0,78,120.6,4012,66.2,17.58,3080,1.72,726,3.49,-4.8,0.048,120,46,142.4,7.7,5.5,3.3
"156",0,0,0,1,0,5.466666667,23.99333333,0.229333333,71.4,143,0.072,0.12,0.02,-100,114.8,46,0,0,74,119.4,4012,66.2,17.1,3068,1.7,733.8,3.44,-4.8,0.064,120,46,142.6,7.7,5.5,3.3
"157",0,0,0,1,0,5.453333333,23.98,0.256666667,70.8,143.4,0.058,0.36,0.06,-100,116.4,45.8,0,0,80,121.8,3904,67.8,19.04,2948,1.66,714.6,3.342,-4.6,0.07,120,46,142.2,7.7,5.5,3.3
"158",0,0,0,1,0,5.453333333,24.00666667,0.239333333,73.2,145,0.166,0.2,0.04,-100,113.2,46.4,0,0,78,122.2,3988,67,21.34,3102,1.72,717.4,3.49,-4.4,0.046,120,46,142.4,7.7,5.52,3.3
"159",0,0,0,1,0,5.413333333,23.98666667,0.262666667,69.4,141.4,0.074,0.02,0.06,-100,116.6,46,0,0,80,120.2,3998,65.6,22.22,2968,1.7,732.2,3.44,-4.2,0.048,120,46,142.4,7.72,5.5,3.3
"160",0,0,0,1,0,5.433333333,23.94,0.256666667,68.2,139.8,0.106,0.16,0.04,-100,119.2,46.4,0,0,78,119.6,4002,66,20.56,3138,1.68,731,3.39,-4.2,0.03,120,46,142.6,7.72,5.5,3.26
"161",0,1,0,0,0,5.306666667,23.92,0.320666667,64,137.4,0.006,0.1,0.02,-100,113.4,46.4,0,0,100,122.6,4000,66,17.9,3008,0.86,723.6,1.348,-4,0.084,120,46,142.6,6.52,5.36,1.4
"162",0,1,0,0,0,5.306666667,23.99333333,0.240666667,64.6,138,0.164,0.5,0.1,-100,116.6,46.4,0,0,96,120,3996,66.4,19.8,2960,0.9,731.4,1.448,-4.2,0.136,120,46,142.2,6.5,5.32,1.4
"163",0,1,0,0,0,5.3,24.06,0.265333333,68.4,142.6,0.096,0.14,0.04,-100,116.8,46.6,0,0,94,120,3998,66.4,21.24,3054,0.9,731.2,1.448,-4.2,0.154,120,46,142,6.5,5.32,1.4
"164",0,1,0,0,0,5.293333333,23.96,0.302,64.8,138.2,0.088,0.16,0.02,-100,115.2,46,0,0,94,120,4004,65.6,20.24,3066,0.88,735.2,1.398,-4.2,0.154,120,46,142,6.52,5.36,1.4
"165",0,1,0,0,0,5.373333333,24.03333333,0.236,64.8,136.2,0.136,0.12,0.06,-100,119,45.8,0,0,96,119.2,3998,65.2,23.72,2860,0.9,729.8,1.448,-4.2,0.066,120,46,142.2,6.52,5.34,1.4
"166",0,1,0,0,0,5.34,23.85333333,0.337333333,65.4,139.2,0.13,0.04,0.06,-100,111.2,46.4,0,0,94,121,3996,65.2,16.74,3038,0.9,726.2,1.448,-4.4,0.084,120,46,142.4,6.5,5.34,1.42
"167",0,1,0,0,0,5.326666667,23.92,0.266666667,65.2,139,0.072,0.2,0.04,-100,116.4,45.8,0,0,96,120,3998,65.6,19.84,3030,0.9,730.8,1.448,-4.4,0.066,120,46,142.4,6.52,5.3,1.42
"168",0,1,0,0,0,5.286666667,23.98666667,0.244,67.8,142.8,0.012,0.12,0.02,-100,120.8,46.4,0,0,94,120.6,3994,65.8,16.64,3142,0.9,728.8,1.448,-4.4,0.048,120,46,142.2,6.52,5.3,1.44
"169",0,1,0,0,0,5.34,23.92,0.288666667,66,139,0.078,0.14,0.04,-100,117,46.4,0,0,96,119.4,3992,66,16.68,3090,0.92,732.6,1.496,-4.6,0.048,120,46,142.6,6.54,5.34,1.44
"170",0,1,0,0,0,5.366666667,24.04,0.269333333,64.4,137,0.08,0.2,0.06,-100,114.8,46.8,0,0,96,116.6,3466,66,15.22,3228,0.9,626.8,1.448,-4.6,0.042,120,46,142.2,6.54,5.34,1.44
"171",0,1,0,0,0,5.306666667,23.76,0.338,67.8,141.6,0.188,0.16,0.04,-100,115.6,46.4,0,0,98,120.4,3996,65.2,23.78,3090,0.92,718.4,1.498,-4.6,0.106,120,46,142.6,6.52,5.34,1.38
"172",0,1,0,0,0,5.38,24.10666667,0.226,70,142.6,0.116,0.2,0.04,-100,115.4,46.4,0,0,106,120.2,3998,65.8,16.76,3044,1.58,727.6,3.142,-4.8,0.158,120,46,142.6,7.12,5.5,3.12
"173",1,0,0,0,0,5.42,24.01333333,0.253333333,62.8,132.6,0.222,0.46,0.06,-100,117.8,45.8,0,0,102,120,4002,65.4,19.16,2928,1.6,729.6,3.192,-4.8,0.158,120,46,142,7.12,5.42,3.12
"174",1,0,0,0,0,5.366666667,24.00666667,0.246,71.2,144.8,0.014,0.06,0.02,-100,114.2,46.2,0,0,100,119.6,3996,65.4,23.36,3054,1.62,732.6,3.24,-4.6,0.14,120,46,142.4,7.12,5.42,3.12
"175",0,1,0,0,0,5.213333333,23.88,0.319333333,66,143.8,0.038,0.14,0.22,-100,115.4,46.2,0,0,96,119.8,4006,66,16.26,3112,0.92,718.4,1.496,-4.6,0.262,120,46,142,6.52,5.36,1.42
"176",0,1,0,0,0,5.32,23.98,0.317333333,71.4,146.2,0.094,0.18,0.04,-100,117.2,46,0,0,92,119.2,3996,66,17.3,3068,0.92,733.8,1.496,-4.4,0.26,120,46,141.6,6.52,5.4,1.42
"177",0,1,0,0,0,5.193333333,23.87333333,0.344666667,67.4,147.6,0.106,0.38,0.1,-100,115.4,46,0,0,100,119,4000,66.6,20.46,2942,0.92,743.2,1.496,-4.4,0.238,120,46,141.6,6.52,5.4,1.42
"178",0,1,0,0,0,5.286666667,24.05333333,0.272,67.2,141.2,0.148,0.4,0.08,-100,112.4,46,0,0,96,120.4,4002,65,23.28,3082,0.92,732.2,1.498,-4.2,0.14,120,46,141.8,6.52,5.36,1.46
"179",0,0,0,1,0,5.55,23.81333333,0.260666667,74,142,0.02,0.36,0.02,-100,117,46.4,0,0,74,112,4002,67.6,22.04,3006,1.68,762.8,3.392,-4,0.046,120,46,141.8,7.74,5.56,3.24
"180",0,0,0,1,0,5.493333333,23.87333333,0.262,70.4,141,0.112,0.08,0.02,-100,115.8,46.4,0,0,76,121.2,3998,67.4,21.66,3074,1.66,730.2,3.342,-4,0.03,120,46,142.4,7.74,5.64,3.26
"181",0,0,0,1,0,5.5,23.82,0.276,70.4,141,0.088,0,0.08,-100,114,46.4,0,0,78,116.8,4012,66,23.3,3002,1.64,758.6,3.29,-3.8,0.024,120,46,142.6,7.76,5.66,3.2
"182",0,0,0,1,0,5.506666667,23.94,0.280666667,69.8,139.2,0.124,0.2,0.1,-100,120,46.6,0,0,76,119.2,3996,65.8,23.58,3068,1.62,722.4,3.242,-3.8,0.08,120,46,142,7.76,5.64,3.18
"183",0,0,0,1,0,5.48,24.06,0.250666667,73.8,145.2,0.014,0.14,0.04,-100,120,46.4,0,0,82,120.6,3998,65.6,19.48,2974,1.64,728.8,3.29,-3.8,0.048,120,46,142.4,7.74,5.62,3.24
"184",0,0,0,1,0,5.373333333,23.82666667,0.292666667,67,140.2,0.102,0.2,0.06,-100,115.6,45.8,0,0,80,119.6,4008,66.2,17.9,3072,1.62,734,3.242,-4.2,0.17,120,46,142.8,7.74,5.7,3.26
"185",0,1,0,0,0,5.426666667,24.05333333,0.238666667,68.4,139.6,0.124,0.2,0.04,-100,118.8,46,0,0,102,120.8,4010,65.4,17.46,2970,1.52,723.8,2.992,-4.2,0.032,120,46,142.2,7.18,5.36,3
"186",0,1,0,0,0,5.32,24.01333333,0.236,65.6,138.8,0.066,0.26,0.04,-100,118.8,46.4,0,0,104,120,3998,66,16.86,3086,0.94,727,1.548,-4.2,0.032,120,46,142.2,6.56,5.38,1.48
"187",0,1,0,0,0,5.306666667,23.98666667,0.336666667,66.4,139.8,0.212,0.32,0.02,-100,116.6,45.8,0,0,88,120,3996,65.6,23.54,2948,0.92,732.8,1.498,-4.4,0.024,120,46,142.2,6.56,5.38,1.46
"188",0,1,0,0,0,5.313333333,24.01333333,0.262666667,66.8,140.8,0.078,0.2,0.04,-100,117.2,46.4,0,0,96,120.2,4002,65.8,20.1,3040,0.92,727.6,1.496,-4.4,0.022,120,46,142.2,6.56,5.44,1.46
"189",0,1,0,0,0,5.306666667,23.92,0.244666667,65.2,138,0.076,0.24,0.06,-100,117.4,45.6,0,0,94,119.8,4002,64.8,19.48,2982,0.94,732.8,1.548,-4.6,0.024,120,46,142.4,6.56,5.36,1.46
"190",0,1,0,0,0,5.313333333,24.13333333,0.207333333,71.4,146.8,0.082,0.44,0.04,-100,115.4,46,0,0,102,119.2,3996,65,23.96,2968,0.94,731.6,1.548,-4.4,0.022,120,46,142,6.58,5.36,1.44
"191",0,1,0,0,0,5.333333333,24.04666667,0.199333333,66.2,139.4,0.034,0.08,0.02,-100,117.2,46.4,0,0,102,121,3998,65,21.82,2962,0.92,729.2,1.498,-4.4,0.024,120,46,141.8,6.58,5.36,1.48
"192",0,1,0,0,0,5.293333333,23.97333333,0.182,71.8,147.6,0.036,0.06,0.02,-100,117.6,45.8,0,0,96,119.2,3996,65,16.86,2976,0.88,732.2,1.398,-4.4,0.024,120,46,142.2,6.58,5.36,1.48
"193",0,1,0,0,0,5.32,23.99333333,0.247333333,61.2,133.6,0.034,0.06,0.04,-100,116.6,46,0,0,96,120.2,3994,65,17.22,3046,0.88,732.4,1.398,-4.2,0.022,120,46,141.6,6.58,5.36,1.48
"194",0,1,0,0,0,5.34,24.02666667,0.255333333,66.6,139.6,0.162,0.18,0.04,-100,117.2,46.4,0,0,94,119.6,3994,65,18.68,3130,0.88,736.4,1.398,-4.2,0.024,120,46,141.8,6.58,5.38,1.48
"195",0,1,0,0,0,5.326666667,24.08666667,0.188666667,70.8,144.6,0.106,0.56,0.06,-100,115.6,46.4,0,0,92,119.6,3998,65.8,24.86,3070,0.88,745.2,1.398,-4,0.024,120,46,142.2,6.56,5.4,1.48
"196",0,1,0,0,0,5.3,24.03333333,0.213333333,66.2,140.2,0.058,0.24,0,-100,127.2,40,0,0,132,123,1010,75.8,16.24,32,0.72,440,1.01,-3.8,0.11,120,46,142.2,6.56,5.4,1.44
"197",0,1,0,0,0,5.293333333,24.14,0.246,63.6,136.8,0.138,0.2,0.02,-100,114.2,51.6,0,0,114,116.2,2088,66.2,22.04,3518,0.66,425.4,0.848,-3.8,0.028,120,46,142,6.58,5.38,1.44
"198",0,1,0,0,0,5.286666667,24.02666667,0.214666667,66.4,141.2,0.06,0.2,0.04,-100,119,45.6,0,0,94,119.2,3998,65.4,16.8,2974,0.84,744.2,1.298,-3.8,0.022,120,46,142.6,6.58,5.36,1.46
"199",0,1,0,0,0,5.3,24.05333333,0.265333333,66.6,140.4,0.012,0.14,0.04,-100,115.8,46,0,0,94,120.2,4004,66.4,19.58,3098,0.9,730.4,1.448,-3.8,0.022,120,46,142,6.58,5.42,1.44
"200",0,1,0,0,0,5.306666667,23.80666667,0.309333333,64.8,138.2,0.106,0.04,0.02,-100,117.8,45.6,0,0,92,120.4,3994,66.2,16.2,3014,0.9,731,1.448,-4,0.022,120,46,142,6.58,5.4,1.46
"201",0,1,0,0,0,5.346666667,23.94,0.284,66.8,138.2,0.102,0.06,0.16,-100,117,46.4,0,0,98,120.2,3996,65.8,17.44,3078,0.86,727.4,1.348,-4,0.022,120,46,142,6.56,5.38,1.44
"202",0,1,0,0,0,5.306666667,24.00666667,0.236666667,64.4,137.8,0.136,0.24,0.02,-100,116.6,46.4,0,0,88,118.8,4002,65.8,16.62,3080,0.9,737.6,1.448,-4.2,0.022,120,46,142.2,6.56,5.38,1.44
"203",0,1,0,0,0,5.313333333,24.06,0.226666667,69,143.4,0.082,0.1,0.02,-100,115.2,45.6,0,0,94,120.2,3996,65.6,22.4,2962,0.92,728.4,1.498,-4.2,0.022,120,46,142,6.58,5.38,1.48
"204",0,1,0,0,0,5.56,24.1,0.192,70,139,0.054,0.04,0,-100,116.2,46.4,0,0,94,119.6,3998,66,13.1,3058,0.9,715.8,1.448,-4.2,0.022,120,46,142.4,6.58,5.38,1.46
"205",0,1,0,0,0,5.34,23.97333333,0.212,67.8,141,0.036,0.34,0.06,-100,112,46.2,0,0,90,120.2,3994,66,19.42,3016,0.94,732.4,1.548,-4.4,0.022,120,46,142,6.58,5.38,1.46
"206",0,0,0,0,1,5.406666667,23.96,0.222,66,137.4,0.084,0.2,0.02,-100,116.6,45.8,0,0,132,118.4,3010,67.8,18.88,3200,0.82,473.2,1.248,-4.2,0.022,120,46,142.4,6.6,5.46,1.44
"207",0,0,0,0,1,5.24,24.04,0.295333333,65,140.2,0.074,0.12,0,-100,116.8,46.6,0,0,82,120.2,3994,67.4,20.88,3044,0.9,727,1.448,-4.2,0.1,120,46,142.6,6.6,5.28,1.42
"208",0,0,0,0,1,5.22,23.93333333,0.277333333,64,139.2,0.074,0.16,0.04,-100,116.4,46.2,0,0,80,121.2,3996,67.2,17.02,2984,0.9,727.4,1.448,-4,0.068,120,46,142,6.6,5.28,1.42
"209",0,0,0,0,1,5.286666667,23.92,0.202,64.8,139,0.156,0.1,0.06,-100,117.4,46,0,0,80,114.4,3996,67,17.42,3008,0.9,770.2,1.448,-4,0.022,120,46,142.8,6.56,5.34,1.46
"210",0,0,0,0,1,5.306666667,23.97333333,0.282666667,66.2,140,0.134,0.02,0.02,-100,117.8,46.6,0,0,82,120.6,3998,65.6,23.28,3088,0.9,727.6,1.448,-3.8,0.024,120,46,142.6,6.58,5.34,1.46
"211",0,0,0,0,1,5.306666667,24.06666667,0.334,63.8,136.8,0.064,0.08,0.02,-100,117.6,46.4,0,0,78,120.6,3994,65.4,17.16,2984,0.92,731,1.498,-3.8,0.022,120,46,141.8,6.58,5.36,1.46
"212",0,0,0,0,1,5.313333333,24.05333333,0.268,63.8,136.4,0.148,0.26,0.02,-100,117,46.4,0,0,74,119.2,4006,65.6,20.22,3100,0.92,730.2,1.498,-3.8,0.022,120,46,142.4,6.58,5.38,1.48
"213",0,0,0,0,1,5.3,24.02,0.326666667,67.4,142,0.158,0.12,0.08,-100,115.6,46.4,0,0,118,119.4,3996,66,16.08,3060,0.86,743,1.348,-4.2,0.032,120,46,142.4,6.6,5.1,1.42
"214",0,0,0,1,0,5.56,24.03333333,0.322,68.2,136.6,0.108,0.2,0,-100,116.4,46,0,0,78,121.2,3994,64.6,19.76,3124,1.72,716,3.44,-4.2,0.034,120,46,142.6,7.7,5.64,3.34
"215",0,0,0,1,0,5.566666667,24.02,0.295333333,71.2,138,0.136,0.28,0.24,-100,113.6,46,0,0,84,120,3998,69.6,16.24,3072,1.66,729.4,3.346,-4.2,0.054,120,46,142.6,7.7,5.62,3.16
"216",0,0,0,1,0,5.506666667,24,0.304666667,70.4,140.6,0.118,0.34,0.04,-100,118.8,45.8,0,0,78,120.4,3996,64.2,18.38,2950,1.68,730.2,3.39,-4.2,0.07,120,46,142.6,7.72,5.56,3.26
"217",0,0,0,1,0,5.46,23.95333333,0.258666667,71.4,143.2,0.036,0.02,0,-100,114.2,46.2,0,0,80,119.6,3998,64.4,16.6,3080,1.64,730.2,3.29,-4.2,0.052,120,46,142.4,7.74,5.6,3.2
"218",0,0,0,1,0,5.526666667,24.07333333,0.182,71.4,141.4,0.082,0.34,0.02,-100,116.2,45.6,0,0,78,119,3998,64.4,23.28,2968,1.68,733.8,3.39,-4.4,0.052,120,46,143,7.72,5.58,3.26
"219",0,0,0,1,0,5.46,23.95333333,0.208666667,70.6,141.6,0.122,0.3,0.14,-100,119,45.6,0,0,76,120.4,3996,64.4,22.84,2964,1.7,754,3.438,-4.4,0.034,120,46,142.4,7.72,5.58,3.26
"220",0,0,0,1,0,5.486666667,23.95333333,0.259333333,70,140.4,0.058,0.14,0.02,-100,118.2,46.4,0,0,84,120.8,3994,66,16.82,3016,1.68,728.6,3.39,-4.4,0.032,120,46,142.4,7.7,5.58,3.34
"221",0,0,0,1,0,5.453333333,23.90666667,0.237333333,73.6,145.6,0.118,0.32,0.06,-100,116.8,51,0,0,106,117.8,2136,65.2,21.02,3360,1.64,463.4,3.292,-4.4,0.032,120,46,142.8,7.72,5.56,3.36
"222",0,0,0,1,0,5.506666667,24,0.219333333,70,140.4,0.104,0.14,0.06,-100,112.2,45.8,0,0,78,119.8,3998,64.8,17.84,2960,1.72,730.6,3.488,-4.6,0.024,120,46,142.8,7.72,5.58,3.36
"223",0,0,0,1,0,5.553333333,24.06,0.206,69.2,138.4,0.066,0.04,0.04,-100,118,45.6,0,0,82,120.4,3996,65,22.82,3010,1.68,731.2,3.39,-4.6,0.052,120,46,142.6,7.72,5.6,3.3
"224",1,0,0,0,0,5.466666667,24.00666667,0.246,65.8,136,0.072,0.12,0.02,-100,117.8,46.4,0,0,94,119.2,4018,67.6,22.72,2966,1.6,742,3.192,-4.4,0.024,120,46,143,7.08,5.54,3.18
